provincia,departamento,nombre,tematica_principal,tipo_de_gestion,mes_de_realizacion,duracion_dias,cantidad_aprox_de_asistentes,tipo_entrada,ultimo_ano_de_realizacion,mes_num
Entre Rios,Colón,Fiesta provincial de la identidad y el patrimonio de Pueblo Liebig,Cívico / Histórica,Público,Enero,3,11556,Gratuita,2022,1.0
Entre Rios,Victoria,Festival de la Música Argentina,Folclórico,Público,Febrero,1,11556,Paga,2022,2.0
Entre Rios,Paraná,Fiesta Provincial del Costillar a la Estaca,Tradicionales,Mixto,Octubre,1,2833,Gratuita,2021,10.0
Entre Rios,La Paz,Galas del Río,Artística,Público,Septiembre,8,11556,Gratuita,2021,9.0
Entre Rios,Paraná,Fiesta de la Playa,Artística,Público,Enero,1,10000,Gratuita,2021,1.0
Entre Rios,Tala,Festival del Tango y del Arenero,Folclórico,Mixto,Enero,2,1300,Mixta,2021,1.0
Entre Rios,Concordia,Rally de las Naranjas,Otra,Público,Diciembre,2,30000,Gratuita,2021,12.0
Entre Rios,Federación,Fiesta Provincial del Salame,Productiva,Público,Diciembre,1,11556,Gratuita,2021,12.0
Entre Rios,Uruguay,Corso federales Villa Mantero,Expresiones del carnaval,Público,Enero,3,800,Gratuita,2023,1.0
Entre Rios,Gualeguaychú,Fiesta del Reencuentro,Otra,Público,Febrero,2,11556,Gratuita,2021,2.0
Entre Rios,Paraná,Fiesta de la Pizza,Tradicionales,Privado,Febrero,2,2833,Gratuita,2022,2.0
Entre Rios,Diamante,Certámen de pesca variada de embarcados con devolución,Productiva,Público,Junio,1,11556,Gratuita,2021,6.0
Entre Rios,Federal,Fiesta del Ladrillero y la Colonia,Artística,Público,Octubre,1,2000,Gratuita,2021,10.0
Entre Rios,Uruguay,Fiesta de la Polca Alemana y el Chamamé,Folclórico,Mixto,Enero,2,3000,Gratuita,2021,1.0
Entre Rios,Paraná,Fiesta Regional del Zapallo,Tradicionales,Público,Febrero,1,2833,Gratuita,2022,2.0
Entre Rios,La Paz,Fiesta del Surubí Entrerriano,Productiva,Público,Marzo,2,11556,Gratuita,2022,3.0
Entre Rios,Concordia,Carnaval de Concordia,Expresiones del carnaval,,Enero,3,65000,Paga,2023,1.0
Entre Rios,Paraná,Festival de los Poetas y Escritores,Tradicionales,Público,Enero,3,2833,Paga,2021,1.0
Entre Rios,Tala,Fiesta Artesanal del Helado,Gastronómica,Mixto,Enero,1,1000,Mixta,2021,1.0
Entre Rios,Concordia,Tablado y desfile popular MOMO ,Expresiones del carnaval,Privado,Febrero,3,65000,Gratuita,2023,2.0
Entre Rios,Villaguay,Fiesta Provincial de la Tradicion,Tradicionales,Público,Noviembre,3,11556,Gratuita,2022,11.0
Entre Rios,Paraná,Festival de Jineteada y Folklore,Folclórico,Público,Agosto,1,2000,Gratuita,2022,8.0
Entre Rios,Diamante,Corsos Strobel,Expresiones del carnaval,Privado,Febrero,3,11556,Paga,2023,2.0
Entre Rios,Paraná,Fiesta de Disfraces,Productiva,Público,Marzo,1,50000,Paga,2022,3.0
Entre Rios,Uruguay,Fiesta provincial del Riel,Tradicionales,Mixto,Marzo,1,11556,Gratuita,2022,3.0
Entre Rios,Federal,Fiesta del Hombre de Campo,Tradicionales,Público,Noviembre,1,5000,Gratuita,2021,11.0
Entre Rios,Concordia,"Fiesta Provincial del Río ""Oir el Río""",Artística,Público,Marzo,3,11556,Paga,2021,3.0
Entre Rios,Tala,Fiesta Nacional de la Apicultura/ Expo Apícola del Mercosur,Productiva,Público,Marzo,3,50000,Gratuita,2022,3.0
Entre Rios,Diamante,Festival Linares Cardozo,Tradicionales,Público,Octubre,1,11556,Gratuita,2021,10.0
Entre Rios,Paraná,Carnavales de San Agustín,Expresiones del carnaval,Público,Enero,6,12000,Mixta,2021,1.0
Entre Rios,Uruguay,Fiesta Nacional de la Trilla Tradicional,Productiva,Público,Diciembre,1,5000,Gratuita,2021,12.0
Entre Rios,Federación,Fiesta Provincial del Inmigrante,Tradicionales,Mixto,Enero,1,4000,Gratuita,2021,1.0
Entre Rios,Gualeguaychú,Fiesta Provincial del Caballo,Folclórico,Mixto,Enero,3,15000,Paga,2021,1.0
Entre Rios,Tala,Festival del Canto y la Guitarra,Folclórico,Público,Febrero,1,1300,Gratuita,2021,2.0
Entre Rios,Federación,Fiesta Provincial de la Citricultura,Productiva,Público,Noviembre,1,11556,Gratuita,2021,11.0
Entre Rios,Paraná,Fiesta Nacional de la Avicultura,Productiva,Público,Noviembre,3,15000,Gratuita,2021,11.0
Entre Rios,Colón,Fiesta Provincial del Yatay,Folclórico,Mixto,Octubre,3,8000,Mixta,2021,10.0
Entre Rios,Diamante,Motoencuentro Internacional,Otra,Público,Septiembre,3,13000,Gratuita,2021,9.0
Entre Rios,Gualeguaychú,Fiesta del Inmigrante Aleman  Aniversario del pueblo,Tradicionales,Privado,Enero,1,5000,Gratuita,2021,1.0
Entre Rios,Uruguay,Festival Itape de Concepción,Folclórico,Público,Noviembre,4,4000,Gratuita,2021,11.0
Entre Rios,Gualeguaychú,ENCUENTRO CORAL LINARES CARDOZO: A CORO POR LA VIDA,Artística,Público,Octubre,2,300,Gratuita,2022,10.0
Entre Rios,La Paz,Fiesta Provincial de la Palma Caranday,Tradicionales,Mixto,Febrero,1,1750,Paga,2022,2.0
Entre Rios,la Paz,Fiesta Nacional de la Pesca Variada de Río,Productiva,Público,Julio,2,11556,Gratuita,2022,7.0
Entre Rios,Federación,Fiesta Nacional de la Sandía,Gastronómica,Público,Enero,2,15000,Gratuita,2021,1.0
Entre Rios,Concordia,Fiesta Provincial del Inmigrante,Tradicionales,Público,Septiembre,3,11556,Gratuita,2021,9.0
Entre Rios,Diamante,Encuentro DIAMANTE EN TEATRO,Artística,Público,Agosto,2,3500,Gratuita,2022,8.0
Entre Rios,Concordia,Fiesta Nacional de la Pesca de la Boga,Tradicionales,Mixto,Enero,2,11556,Paga,2022,1.0
Entre Rios,La Paz,Fiesta Provincial del Dorado Entrerriano,Productiva,Público,Septiembre,2,11556,Gratuita,2021,9.0
Entre Rios,Nogoyá,Fiesta Provincial de la Guitarra,Artística,Público,Diciembre,3,15000,Gratuita,2021,12.0
Entre Rios,Federación,Fiesta Provincial del Cordero,Tradicionales,Público,Enero,1,2400,Gratuita,2021,1.0
Entre Rios,Federación,"Festival de Jineteada y Folklore ""LA BAILANTA""",Folclórico,Público,Febrero,2,11556,Gratuita,2022,2.0
Entre Rios,Paraná,"Corsitos Barriales ""Agustin Faes""",Expresiones del carnaval,Privado,Febrero,5,1000,Gratuita,2023,2.0
Entre Rios,Diamante,Fiesta de la Tradición,Tradicionales,Público,Noviembre,1,11556,Gratuita,2021,11.0
Entre Rios,Tala,Festival del niño montielero,Tradicionales,Público,Noviembre,1,11556,Gratuita,2021,11.0
Entre Rios,Colón,Festival Provincial de Danzas Argentinas e Inmigrantes,Tradicionales,Mixto,Agosto,10,12500,Gratuita,2022,8.0
Entre Rios,Federal,Fiesta Provincial y Jineteada Internacional del Toro Cebú,Tradicionales,Mixto,Diciembre,2,4000,Gratuita,2021,12.0
Entre Rios,Diamante,Fiesta Provincial del Sol y del Río,Cívico / Histórica,Público,Enero,3,11556,Paga,2022,1.0
Entre Rios,Colón,Fiesta Nacional de la Artesanía,Artística,Mixto,Febrero,9,3000,Paga,2022,2.0
Entre Rios,San Salvador,Fiesta Provincial de Peñas,Tradicionales,Mixto,Febrero,3,15000,Gratuita,2022,2.0
Entre Rios,Paraná,Fiesta del Pirok,Productiva,Público,Julio,1,25000,Gratuita,2022,7.0
Entre Rios,Paraná,San Agustín Canta y Baila,Artística,Público,Noviembre,2,3708,Gratuita,2021,11.0
Entre Rios,Colón,Fiesta Nacional de la Colonización,Tradicionales,Público,Octubre,3,17000,Gratuita,2022,10.0
Entre Rios,Paraná,Fiesta Nacional del Mate,Tradicionales,Público,Marzo,3,2833,Gratuita,2022,3.0
Entre Rios,San Salvador,Fiesta Provincial del Taipero,Productiva,Público,Diciembre,3,5000,Paga,2022,12.0
Entre Rios,Nogoyá,Fiesta Nacional del Lino,Gastronómica,Público,Enero,1,10000,Gratuita,2021,1.0
Entre Rios,Uruguay,Fiesta Nacional de la Playa y el Río,Artística,Público,Enero,6,20000,Paga,2021,1.0
Entre Rios,Paraná,Fogón Entrerriano,Tradicionales,Público,Febrero,4,1500,Gratuita,2021,2.0
Entre Rios,Federación,Fiesta Nacional del Lago,Artística,Público,Enero,4,15000,Paga,2021,1.0
Entre Rios,Paraná,Festival Folklorico de la Democracia,Folclórico,Público,Octubre,1,2000,Gratuita,2021,10.0
Entre Rios,Uruguay,ENCUENTRO ENTRERRIANO DE TEATRO,Artística,Público,Agosto,6,5000,Gratuita,2022,8.0
Entre Rios,La Paz,Fiesta Nacional del Gurí Entrerriano,Tradicionales,Público,Noviembre,3,2000,Gratuita,2021,11.0
Entre Rios,Villaguay,Encuentro Entrerriano de Folclore,Folclórico,Público,Abril,3,11556,Gratuita,2019,4.0
Entre Rios,Colón,Tradicionales Corsos Colonenses,Expresiones del carnaval,Privado,Enero,3,11556,Paga,2023,1.0
Entre Rios,Paraná,Fiesta Provincial de la Cerveza,Gastronómica,Privado,Enero,1,6000,Paga,2021,1.0
Entre Rios,Islas del Ibicuy ,Fiesta Provincial de Carrozas Naúticas de Estudiantes,Otra,Público,Noviembre,3,11556,Gratuita,2021,11.0
Entre Rios,Paraná,Carnaval de Hasenkamp,Expresiones del carnaval,Público,Enero,4,3000,Gratuita,2021,1.0
Entre Rios,Gualeguaychú,Corsos Populares Infantiles,Expresiones del carnaval,Público,Febrero,1,2000,Paga,2022,2.0
Entre Rios,Nogoyá,Fiesta de la Cerveza,Gastronómica,Público,Febrero,1,10000,Gratuita,2022,2.0
Entre Rios,Diamante,Fiesta Provincial de la Juventud,Otra,Público,Noviembre,3,13000,Gratuita,2021,11.0
Entre Rios,Concordia,Maraton Internacional de Reyes,Otra,Público,Enero,1,2200,Paga,2021,1.0
Entre Rios,la Paz,"Fiesta Provincial ""Cuando el pago se hace canto""",Folclórico,Público,Enero,3,11556,Paga,2022,1.0
Entre Rios,Federal,Festival Nacional del Chamamé del Norte Entrerriano,Folclórico,Mixto,Febrero,3,10000,Paga,2022,2.0
Entre Rios,Gualeguaychú,Entierro de cursada,Expresiones del carnaval,Privado,Enero,1,2000,Gratuita,2023,1.0
Entre Rios,La Paz,Fiesta Provincial de la Chamarrita,Folclórico,Público,Enero,3,15000,Paga,2021,1.0
Entre Rios,Paraná,Festival Provincial del Yeso,Folclórico,Público,Febrero,2,2000,Paga,2022,2.0
Entre Rios,Feliciano,Fiesta del Ternero Entrerriano,Tradicionales,Público,Marzo,3,10000,Gratuita,2022,3.0
Entre Rios,Feliciano,Fiesta Provincial del Ternero,Productiva,Público,Febrero,3,11556,Gratuita,2021,2.0
Entre Rios,Diamante,Festival Nacional de Jineteada y Folklore,Folclórico,Público,Enero,5,2000,Gratuita,2022,1.0
Entre Rios,La Paz,Festival de Doma y Jineteada,Folclórico,Público,Enero,6,15000,Gratuita,2022,1.0
Entre Rios,San Salvador,Carnaval Camposeño,Expresiones del carnaval,Público,Febrero,3,6000,Gratuita,2023,2.0
Entre Rios,Villaguay,Fiesta Provincial del Estudiante Secundario,Otra,Público,Octubre,1,11556,Gratuita,2021,10.0
Entre Rios,Paraná,Fiesta Provincial de los Reyes Magos,Religiosa / de Culto,Público,Enero,3,4000,Gratuita,2021,1.0
Entre Rios,Concordia,Fiesta Nacional de la Citricultura,Productiva,Público,Diciembre,3,10000,Paga,2021,12.0
Entre Rios,La Paz,"Festival de ""Las leyendas""",Tradicionales,Público,Septiembre,1,1750,Gratuita,2021,9.0
Entre Rios,San Salvador,Fiesta Nacional del Arroz,Productiva,Público,Noviembre,3,40000,Paga,2022,11.0
Entre Rios,Gualeguaychú,"Entierro de carnaval  ,corso popular ""matecito""",Expresiones del carnaval,Privado,Febrero,1,2000,Gratuita,2023,2.0
Entre Rios,Diamante,Cumpleaños de Diamante,Cívico / Histórica,Público,Febrero,1,11556,Gratuita,2021,2.0
Entre Rios,Villaguay,Fiesta Aniversario Villa Clara,Cívico / Histórica,Público,Enero,2,6000,Gratuita,2023,1.0
Entre Rios,Tala,Fiesta Aniversario Mansilla,Cívico / Histórica,Público,Enero,1,2500,Gratuita,2021,1.0
Entre Rios,Diamante,Ramírez Festeja,Tradicionales,Público,Marzo,1,11556,Gratuita,2022,3.0
Entre Rios,Nogoyá,240 ANIV. CÍVICO RELIGIOSO DE LA FUNDACIÓN DE NOGOYÁ,Cívico / Histórica,Público,Julio,3,20000,Gratuita,2022,7.0
Entre Rios,Victoria,Fiesta del Amarillo,Productiva,Público,Agosto,1,11556,Gratuita,2019,8.0
Entre Rios,Gualeguaychú,Fiesta de fin de año LA SOLAPA ,Artística,Privado,Diciembre,2,480,Paga,2022,12.0
Entre Rios,La Paz,Fiesta de la Canción Navideña,Religiosa / de Culto,Público,Diciembre,1,11556,Gratuita,2021,12.0
Entre Rios,Victoria,Festival del Canto Entrerriano,Artística,Público,Diciembre,1,11556,Gratuita,2021,12.0
Entre Rios,Tala,Fiesta de la Playa,Artística,Público,Enero,1,11556,Gratuita,2023,1.0
Entre Rios,Colón,Música Raíz,Artística,Público,Noviembre,1,3000,Gratuita,2021,11.0
Entre Rios,Paraná,Festival popular para EL ENCUENTRO,Artística,Privado,Noviembre,2,250,Gratuita,2022,11.0
Entre Rios,Paraná,Fiesta de la Tradición,Tradicionales,Público,Noviembre,1,2833,Gratuita,2021,11.0
Entre Rios,Federal,Encuentro Departamental de la Juventud,Tradicionales,Público,Octubre,2,4000,Gratuita,2022,10.0
Entre Rios,Paraná,Festival Nacional de Colectividades y 31° Feria de Colectividades de Entre Ríos,Otra,Privado,Octubre,3,53000,Gratuita,2022,10.0
Entre Rios,Tala,Cumpleaños de Macia,Cívico / Histórica,Público,Octubre,1,2500,Gratuita,2021,10.0
Entre Rios,Diamante,Fiesta Provincial Del Pescador,,Público,Enero,3,11556,,2020,
Entre Rios,Federación,Fiesta De La Cerveza Artesanal,,Público,Enero,3,11556,,2020,
Entre Rios,Paraná,Fiesta del Reencuentro,Otra,Público,Febrero,3,18672,Gratuita,,
Entre Rios,Paraná,Encuentro De Arte Urbano,,Público,Enero,3,11556,,2020,
Entre Rios,Tala,"Fiesta ""Música del arroyo y el pueblo""",Otra,Público,Enero,3,11556,Gratuita,,
Entre Rios,Paraná,EL ACÚSTICO FESTIVAL. Lo emergente sucede en Barriletes,Artística,Privado,Septiembre,2,100,Paga,2022,9.0
Formosa,Laishi,Corsos Barriales Populares Integrativos y Gratuitos,Expresiones del carnaval,Público,Febrero,3,5000,Gratuita,2023,2.0
Formosa,Formosa,"Feria y Festival ""Fundación de la Ciudad de Formosa""",Cívico / Histórica,Público,Abril,3,50000,Gratuita,2023,4.0
Formosa,Patiño,Fiesta Aniversario Sub. Teniente Perín,Cívico / Histórica,Público,Abril,3,20000,,,4.0
Formosa,Pilcomayo,Aniversario de Fundación,Cívico / Histórica,Público,Abril,3,11556,,,4.0
Formosa,Pilcomayo,Fiesta Provincial del Carandaí,Otra,,Abril,3,11556,,,4.0
Formosa,Patiño,Festival del Colono,Pueblos Indígenas/Originarios,,Abril,3,11556,,2022,4.0
Formosa,Laishi,Fiesta de Santa Rosa de Lima,Religiosa / de Culto,,Agosto,3,11556,,2022,8.0
Formosa,Patiño,Festival Provincial de Teatro Mitai Phe Guara,Artística,,Agosto,3,11556,,2023,8.0
Formosa,Patiño,Fiesta Patronal San Roque,Religiosa / de Culto,,Agosto,3,11556,,,8.0
Formosa,Patiño,Aniversario,Cívico / Histórica,Público,Agosto,3,20000,,,8.0
Formosa,Pilagas,Aniversario de la localidad del Espinillo,Cívico / Histórica,Público,Agosto,3,11556,,,8.0
Formosa,Pilcomayo,Fiesta de Santo Domingo,Religiosa / de Culto,,Agosto,3,11556,,2022,8.0
Formosa,Pilcomayo,Fiesta San Cayetano,Religiosa / de Culto,,Agosto,3,11556,,2022,8.0
Formosa,Pirane,Fiesta Provincial de la Verdura,Productiva,,Agosto,3,11556,,,8.0
Formosa,Bermejo,Festival de Musica Originaria del Gran Chaco,Folclórico,Privado,Diciembre,3,11556,,2021,12.0
Formosa,Formosa,Aniversario Localidad de Colonia Pastoril,Cívico / Histórica,Público,Diciembre,3,50000,,,12.0
Formosa,Formosa,"Festival de Musica Originaria del Gran Chaco, 3ra Edicion",Pueblos Indígenas/Originarios,Privado,Diciembre,3,1500,Gratuita,2022,12.0
Formosa,Pilcomayo,Festival Escuela de Danzas El Chúcaro,Artística,,Diciembre,3,11556,,2022,12.0
Formosa,Formosa, Festival nocturno doma y chamamé,Tradicionales,,Enero,3,11556,,,1.0
Formosa,Formosa,Festival Aniversario del Pueblo Pozo del Tigre,Tradicionales,Público,Enero,3,11556,,,1.0
Formosa,Pilcomayo,Fiesta de San Rey - Fiesta de San Baltazar,Religiosa / de Culto,,Enero,3,11556,,2023,1.0
Formosa,Laishi,Fiesta de la Corvina,Productiva,,Febrero,3,11556,,2023,2.0
Formosa,Matacos,Fiesta de Corsos Color de Carnaval,Expresiones del carnaval,,Febrero,3,11556,,2022,2.0
Formosa,Patiño,Aniversario Comandante Fontana,Cívico / Histórica,Público,Febrero,3,20000,,2022,2.0
Formosa,Patiño,Fiesta de Carnaval,Expresiones del carnaval,,Febrero,3,11556,,2023,2.0
Formosa,Patiño,Aniversario Colorado,Cívico / Histórica,Público,Febrero,3,20000,,2022,2.0
Formosa,Pirane,Aniversario Localidad de Palo Santo,Cívico / Histórica,Público,Febrero,3,11556,,,2.0
Formosa,Pirane,Festival del Santo Patrono,Religiosa / de Culto,,Febrero,3,11556,,2022,2.0
Formosa,Matacos,Fiesta Aniversario de la Fundación,Cívico / Histórica,Público,Julio,3,11556,,2022,7.0
Formosa,Patiño,Fiesta provincial del Rio del Norte,Otra,,Julio,3,11556,,,7.0
Formosa,Patiño,Aniversario y Festival de la Miel,Gastronómica,Público,Julio,3,11556,,2022,7.0
Formosa,Patiño,Festival del Algodón,Productiva,,Julio,3,11556,,2021,7.0
Formosa,Patiño,Fundación de Ibarreta,Cívico / Histórica,,Julio,3,20000,,2022,7.0
Formosa,Pilagas,Aniversario de la localidad de Tacaaglé,Cívico / Histórica,Público,Julio,3,11556,,,7.0
Formosa,Pilcomayo,Fiesta Nacional del Pomelo,Gastronómica,,Julio,3,11556,,2022,7.0
Formosa,Pirane,Fiesta Provincial de la Argentinidad,Folclórico,,Julio,3,11556,,,7.0
Formosa,Pirane,Festival Provincial de Folclore y Jineteada,Folclórico,,Julio,3,11556,,2022,7.0
Formosa,Formosa,Festejos Con Juegos Tradicionales Durante la Víspera y el Día del Santo,Religiosa / de Culto,,Junio,3,11556,,2019,6.0
Formosa,Formosa,Fiesta de San Juan Bautista,Religiosa / de Culto,,Junio,3,11556,,2022,6.0
Formosa,Patiño,Fiesta Aniversario Gral. Güemes,Cívico / Histórica,Público,Junio,3,20000,,2022,6.0
Formosa,Patiño,Festival Aniversario,Cívico / Histórica,Público,Junio,3,20000,,2022,6.0
Formosa,Patiño,Festival de San Juan,Religiosa / de Culto,,Junio,3,11556,,2022,6.0
Formosa,Patiño,Fiesta Aniversario de la Localidad de General Belgrano,Cívico / Histórica,Público,Junio,3,20000,,,6.0
Formosa,Pilcomayo,Fiesta Provincial de San Juan Ara,Religiosa / de Culto,,Junio,3,11556,,,6.0
Formosa,Pilcomayo,Aniversario de la localidad de Laguna Blanca,Cívico / Histórica,Público,Junio,3,11556,,,6.0
Formosa,Pilcomayo,Fiesta de San Juan,Religiosa / de Culto,,Junio,3,11556,,2022,6.0
Formosa,Formosa,Carnavales de la alegria + corsos barriales y populares,Expresiones del carnaval,,Marzo,3,11556,,,3.0
Formosa,Formosa,Fiesta Aniversario Localidad Mojon de Fierro,Cívico / Histórica,Público,Marzo,3,50000,,,3.0
Formosa,Laishi,Aniversario de la Localidad  de Mision Laishi,Cívico / Histórica,Público,Marzo,3,11556,,,3.0
Formosa,Laishi,Festival del Chamamé,Folclórico,,Marzo,3,11556,,,3.0
Formosa,Formosa,Festival Prov. de la Yerra,Tradicionales,,Mayo,3,11556,,2022,5.0
Formosa,Patiño,Fiesta Patronal Virgen de los Pobres,Religiosa / de Culto,,Mayo,3,11556,,,5.0
Formosa,Patiño,Festival Internacional de la Jineteada y Canto,Tradicionales,,Mayo,3,11556,,,5.0
Formosa,Pirane,Festival de la Madera,Productiva,,Mayo,3,11556,,2022,5.0
Formosa,Pirane,Aniversario de la localidad de Villa Dos Trece,Cívico / Histórica,Público,Mayo,3,11556,,,5.0
Formosa,Ramón Lista,Festival de la Artesania y el Canto,Artística,,Mayo,3,11556,,,5.0
Formosa,Ramón Lista,Fiesta del Violin del Monte,Artística,,Mayo,3,11556,,,5.0
Formosa,Bermejo,Festival Provincial del Pato Picazo,Otra,,Noviembre,3,11556,,,11.0
Formosa,Formosa,Fiesta Virgen de Caacupé,Religiosa / de Culto,,Noviembre,3,11556,,2022,11.0
Formosa,Laishi,Fiesta Provincial del Arroz,Productiva,,Noviembre,3,11556,,,11.0
Formosa,Patiño,Aniversario de la localidad de Estanislao del Campo,Cívico / Histórica,Público,Noviembre,3,20000,,,11.0
Formosa,Patiño,Festival de la Fundación,Cívico / Histórica,Público,Noviembre,3,20000,,2022,11.0
Formosa,Patiño,Festival Provincial de la Copla,Folclórico,,Noviembre,3,11556,,2022,11.0
Formosa,Pilcomayo,Festival del Chamame,Folclórico,,Noviembre,3,11556,,2022,11.0
Formosa,Pirane, Festividad N. Sra. de Caacupé. Pirané,Religiosa / de Culto,,Noviembre,3,11556,,,11.0
Formosa,Pirane,Aniversario de la Fundación. Pirané,Cívico / Histórica,Público,Noviembre,3,11556,,,11.0
Formosa,Bermejo,Festival del Algarrobo,Productiva,,Octubre,3,11556,,2022,10.0
Formosa,Matacos,Festival Prov. del Petróleo,Productiva,,Octubre,3,11556,,2019,10.0
Formosa,Patiño,Festival Guitarras del Mundo,Artística,,Octubre,3,11556,,,10.0
Formosa,Pirane,Festival de la Paisanita,Tradicionales,,Octubre,3,11556,,2022,10.0
Formosa,Formosa,Serenata a la Virgen del Puerto,Religiosa / de Culto,,Septiembre,3,11556,,,
Formosa,Formosa,Fiestas Patrias,Tradicionales,,Septiembre,3,11556,,2022,
Formosa,Formosa,Serenata a la Virgen de Lujan,Religiosa / de Culto,,Septiembre,3,11556,,,
Formosa,Formosa,Serenata San Agustin,Religiosa / de Culto,,Septiembre,3,11556,,,
Formosa,Formosa,Fiesta de la Patrona de el Cruce,Religiosa / de Culto,,Septiembre,3,11556,,2022,
Formosa,Formosa,Fiesta de la Patrona de Loma Clavel,Religiosa / de Culto,,Septiembre,3,11556,,2022,
Formosa,Formosa,Fiesta de la Virgen Ntra. Sra. de la Asunción,Religiosa / de Culto,,Septiembre,3,11556,,2022,
Formosa,Laishi,Fiesta de San José,Religiosa / de Culto,,Septiembre,3,11556,,2022,
Formosa,Laishi,Fiesta Patria De la Tradición -Pericón Nacional,Tradicionales,,Septiembre,3,11556,,2022,
Formosa,Matacos,Fiesta de la Virgen de la Merced,Religiosa / de Culto,,Septiembre,3,11556,,2022,
Formosa,Matacos,Fiesta de San Juan Bautista,Religiosa / de Culto,,Junio,3,11556,,2022,
Formosa,Matacos,Santeadas / Fiestas Patronales de Los Barrios de la Localidad,Religiosa / de Culto,,Septiembre,3,11556,,2022,
Formosa,Patiño,Festival de Doma y Folclore,Folclórico,,Septiembre,3,11556,,2022,
Formosa,Patiño,Festival de la Madre,Otra,,Septiembre,3,11556,,2020,
Formosa,Patiño,Festival Provincial del Chamame,Folclórico,,Septiembre,3,11556,,2022,
Formosa,Patiño,Fiesta de San José,Religiosa / de Culto,,Septiembre,3,11556,,2022,
Formosa,Patiño,Fiesta de la Virgen de Lujan,Religiosa / de Culto,,Septiembre,3,11556,,2022,
Formosa,Patiño,Fiesta de San Antonio de Padua,Religiosa / de Culto,,Septiembre,3,11556,,2022,
Formosa,Patiño,Festival Ruta 28,Otra,,Septiembre,3,11556,,2021,
Formosa,Patiño,Festival del Guardamonte,Otra,,Septiembre,3,11556,,2022,
Formosa,Patiño,Festival Fm Cristal,Artística,,Septiembre,3,11556,,2022,
Formosa,Patiño,Fiestas Patrias,Tradicionales,,Septiembre,3,11556,,2022,
Formosa,Patiño,Festival de la Estudiantina,Otra,,Septiembre,3,11556,,2022,
Formosa,Patiño,Festival del Colono,Pueblos Indígenas/Originarios,,Abril,3,11556,,2022,
Formosa,Patiño,Fiesta de San Isidro Labrador,Religiosa / de Culto,,Septiembre,3,11556,,2021,
Formosa,Patiño,Fiesta del Trabajador,Otra,,Septiembre,3,11556,,2022,
Formosa,Patiño,Fiesta Patria,Tradicionales,,Septiembre,3,11556,,2022,
Formosa,Patiño,Fiesta Virgen de Fátima,Religiosa / de Culto,,Septiembre,3,11556,,2022,
Formosa,Pilagas,Fiesta de la Virgen María Auxiliadora,Religiosa / de Culto,,Septiembre,3,11556,,2022,
Formosa,Pilagas,Corsos,Expresiones del carnaval,,Septiembre,3,11556,,2023,
Formosa,Pilagas,Festival del Agricultor y del Bracero,Productiva,,Septiembre,3,11556,,2021,
Formosa,Pilagas,Festival del Canto y la Esperanza,Artística,,Septiembre,3,11556,,2021,
Formosa,Pilagas,Festival del Riacho Porteño,Otra,,Septiembre,3,11556,,2021,
Formosa,Pilagas,Serenata a Misión Tacaagle,Cívico / Histórica,,Septiembre,3,11556,,2021,
Formosa,Pilcomayo,Festival Precosquin,Folclórico,,Septiembre,3,11556,,2023,
Formosa,Pilcomayo,Fiesta del Colono,Otra,,Septiembre,3,11556,,2022,
Formosa,Pilcomayo,Serenata a Clorinda,Cívico / Histórica,,Septiembre,3,11556,,2022,
Formosa,Pilcomayo,Festival de la Canción Inedita,Artística,,Septiembre,3,11556,,2019,
Formosa,Pilcomayo,Festival Agrupación Atahualpa Yupanqui,Folclórico,,Septiembre,3,11556,,2022,
Formosa,Pilcomayo,Festival de la Producción Bananera,Productiva,,Septiembre,3,11556,,2022,
Formosa,Pilcomayo,Fiesta San Antonio de Padua,Religiosa / de Culto,,Septiembre,3,11556,,2022,
Formosa,Pilcomayo,Fiesta San Miguel,Religiosa / de Culto,,Septiembre,3,11556,,2022,
Formosa,Pilcomayo,Fiesta Virgen del Pilar,Religiosa / de Culto,,Septiembre,3,11556,,2022,
Formosa,Pilcomayo,Fiesta Virgen del Rosario / Patrona de la Frontera,Religiosa / de Culto,,Septiembre,3,11556,,2022,
Formosa,Pirane,Festival Provincial de la Empanada Criolla,Gastronómica,,Septiembre,3,11556,,,
Formosa,Bermejo,Aniversario de la localidad de Los Chiriguanos,Cívico / Histórica,Público,Septiembre,3,11556,,,9.0
Formosa,Bermejo,Fiesta de la Virgen del Valle,Religiosa / de Culto,,Septiembre,3,11556,,2022,9.0
Formosa,Formosa,Fiesta Virgen de la Merced,Religiosa / de Culto,,Septiembre,3,11556,,2022,9.0
Formosa,Laishi,Fiesta del Estudiante,Otra,,Septiembre,3,11556,,2022,9.0
Formosa,Laishi,Festival del Rio Bermejo,Otra,,Septiembre,3,11556,,,9.0
Formosa,Laishi,Fiesta Aniversario,Cívico / Histórica,Público,Septiembre,3,11556,,2022,9.0
Formosa,Patiño,Festival Aniversario,Cívico / Histórica,Público,Septiembre,3,20000,,2022,9.0
Formosa,Patiño,Festival Aniversario del Pueblo Pozo del Tigre,Cívico / Histórica,Público,Septiembre,3,20000,Gratuita,2022,9.0
Formosa,Pilcomayo,Aniversario de la localidad de Laguna Naick-Neck,Cívico / Histórica,Público,Septiembre,3,11556,,,9.0
Formosa,Pilcomayo,Fiesta del Productor,Productiva,,Septiembre,3,11556,,2022,9.0
