provincia,departamento,nombre,tematica_principal,tipo_de_gestion,mes_de_realizacion,duracion_dias,cantidad_aprox_de_asistentes,tipo_entrada,ultimo_ano_de_realizacion,mes_num
Chubut,Tehuelches,Aniversario de Río Pico,Cívico / Histórica,Público,Marzo,1,11556,Gratuita,,3.0
Chubut,Cushamen,Aniversario de Cushamen,Cívico / Histórica,Público,Mayo,1,2000,Gratuita,,5.0
Chubut,Futaleufú,Aniversario de Cerro Cetinela,Cívico / Histórica,Público,Mayo,1,11556,Gratuita,,5.0
Chubut,Futaleufú,Aniversario de Corcovado,Cívico / Histórica,Público,Noviembre,1,11556,Gratuita,,11.0
Chubut,Futaleufú,Aniversario de Trevelin,Cívico / Histórica,Público,Noviembre,1,11556,Gratuita,,11.0
Chubut,Gastre,Aniversario de Lagunita Salada,Cívico / Histórica,Público,Noviembre,1,11556,Gratuita,,11.0
Chubut,Río Senguer,Aniversario de Ricardo Rojas,Cívico / Histórica,Público,Noviembre,1,3000,Gratuita,,11.0
Chubut,Tehuelches,Aniversario de José de San Martín,Cívico / Histórica,Público,Noviembre,1,11556,Gratuita,,11.0
Chubut,Biedma,Festival Internacional de Cine Ambiental de la Patagonia,Artística,Privado,Octubre,3,5000,Gratuita,2022,10.0
Chubut,Florentino Ameghino,Aniversario de Camarones,Cívico / Histórica,Público,Octubre,1,11556,Gratuita,,10.0
Chubut,Languiñeo,Aniversario de Paso del Sapo,Cívico / Histórica,Público,Octubre,1,11556,Gratuita,,10.0
Chubut,Rawson,Aniversario de Trelew,Cívico / Histórica,Público,Octubre,1,11556,Gratuita,,10.0
Chubut,Futaleufú,Trocha Rock,Artística,Público,febrero,3,1250,,2021,
Chubut,Futaleufú,Carnavales de Trevelin y Sus Parajes,Expresiones del carnaval,Público,febrero,3,11556,,2021,
Chubut,Gaiman,Encuentro De Teatro Comunitario De 28 De Julio,Artística,Público,febrero,3,11556,,2020,
Chubut,Biedma,MAFICI Festival Internacional de Cine de Puerto Madryn,Artística,Privado,Septiembre,3,35000,Gratuita,2022,9.0
Chubut,Cushamen,Aniversario de El Hoyo,Cívico / Histórica,Público,Septiembre,1,2000,Gratuita,,9.0
Chubut,Rawson,Aniversario de Rawson,Cívico / Histórica,Público,Septiembre,1,11556,Gratuita,,9.0
Chubut,Río Senguer,Aniversario de Aldea Beleiro,Cívico / Histórica,Público,Septiembre,1,3000,Gratuita,,9.0
Chubut,Río Senguer,Aniversario de Lago Blanco,Cívico / Histórica,Público,Septiembre,1,3000,Gratuita,,9.0
Chubut,Tehuelches,Aniversario de Atilio Viglione,Cívico / Histórica,Público,Septiembre,1,11556,Gratuita,,9.0
Chubut,Telsen,Aniversario de Gan Gan,Cívico / Histórica,Público,Septiembre,1,11556,Gratuita,,9.0
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Festical Cultural Garrahan,Artística,Privado,Octubre,1,132016,Gratuita,2021,10.0
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Festivar Festival de Proyectos Culturales Con impacto Social,Artística,Privado,Abril,3,132016,Gratuita,2021,4.0
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Corso Maturin - La Paternal,Expresiones del carnaval,Privado,Febrero,17,147850,Gratuita,2023,2.0
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Festival Internacional y Latinoaméricano de Cine Documental DOCA,Artística,,Marzo,6,1150,Paga,2023,3.0
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Festivaleando San Telmo a la Calle ,Artística,Privado,Marzo,6,1000,Gratuita,2022,3.0
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Encuentro Nacional de Percusión,Artística,Privado,Mayo,6,132016,Gratuita,2022,5.0
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Festival de Ópera Villera,Artística,Privado,Noviembre,6,1153,Gratuita,2022,11.0
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Festival MOMUSI federal,,Privado,Febrero,3,11556,,2021,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,La Forma de mi Barrio,Expresiones del carnaval,Privado,Marzo,17,147850,Gratuita,2023,3.0
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Festival de Improvisación Musical con Señas,,Privado,noviembre,4,11556,Gratuita,2022,11.0
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Semana del arte,Artística,Público,Septiembre,7,65000,Gratuita,2022,9.0
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Carnaval en La Quince,Expresiones del carnaval,Privado,Febrero,17,700,Gratuita,2023,2.0
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Festival de teatro independiente . Edición barrios y memoria,Artística,,Marzo,6,350,Gratuita,2023,3.0
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Festiveinu Festival de Música Judía de Buenos Aires,Artística,Privado,Noviembre,6,600,Paga,2022,11.0
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Festival Internacional de Cine Ambiental,Artística,Privado,Junio,6,132016,Paga,2022,6.0
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,VII Desfile Bloco Cordão de Prata,Expresiones del carnaval,Privado,Marzo,17,147850,Gratuita,2023,3.0
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Festival Internacional de Teatro y Tradiciones Nativo Americanas - FITTNA 2022,Artística,Privado,Noviembre,6,600,Gratuita,2022,11.0
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Festival Internacional de Circo Independiente FICI,Artística,Privado,Noviembre,6,3500,Paga,2022,11.0
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Festival Internacional de Titeres al Sur,Artística,Privado,Julio,14,132016,Paga,2022,7.0
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Corso Parque saavedra,Expresiones del carnaval,Privado,Febrero,17,147850,Gratuita,2023,2.0
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Festival Internacional Va Poesía Argentina Literatura e inclusión.,Artística,Privado,Noviembre,6,250,Gratuita,2022,11.0
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Festival Internacional de Cine Político,Artística,Privado,Mayo,7,132016,Gratuita,2023,5.0
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Festival de Tango,Artística,Público,Agosto,10,520000,Gratuita,2022,8.0
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Festival Ciudad Emergente,Artística,Público,Junio,5,320000,Gratuita,2022,6.0
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Festival de jazz ,Artística,Público,Noviembre,4,72000,Gratuita,2022,11.0
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Noche de los museos,Artística,Público,Octubre,1,880000,Gratuita,2022,10.0
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,corso villa ortuzar  ,Expresiones del carnaval,Privado,Febrero,17,147850,Gratuita,2023,2.0
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Corso La Homero Manzi,Expresiones del carnaval,Privado,Febrero,17,147850,Gratuita,2023,2.0
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Bafici,Artística,Público,Abril,13,308000,Paga,2022,4.0
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Corso Tablado de la Quimera: EL TIEMPO,Expresiones del carnaval,Privado,Febrero,17,147850,Gratuita,2023,2.0
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,FIBA - Festival Internacional de Buenos Aires,Artística,Público,Febrero,10,80000,Gratuita,2022,2.0
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Carnaval Porteño,Expresiones del carnaval,Mixto,Febrero,17,295000,Gratuita,2022,2.0
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Fiesta de la Luz,Artística,Privado,Agosto,6,132016,Paga,2021,8.0
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Gravitar Festival de Arte y Tecnología,Otra,Privado,Diciembre,7,11556,Gratuita,2022,12.0
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Festival EncontrARTE,Artística,Privado,Diciembre,6,3500,Gratuita,2022,12.0
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Año nuevo Chino,Tradicionales,Privado,Enero,3,11556,Gratuita,,1.0
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Fiesta de la Alasita,Tradicionales,Privado,Enero,3,11556,Gratuita,2022,1.0
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Festival Pinto Cultura,Artística,Privado,Febrero,6,132016,Gratuita,2022,2.0
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Festival de Invierno Blues es Movimiento,Artística,Privado,Julio,3,132016,Paga,2021,7.0
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Festival Aérea,Artística,Privado,Mayo,6,132016,Paga,2022,5.0
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Festival Puentes + Mover La Lengua: La unión hace la fiesta,Artística,Privado,Noviembre,6,2000,Gratuita,2022,11.0
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Nochecita,Artística,Público,Noviembre,1,230000,Gratuita,2021,11.0
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Semana del Orgullo BA,Otra,Mixto,Octubre,7,11556,Gratuita,2022,10.0
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Festival Activa Buenos Aires,Artística,Privado,Febrero,6,132016,,2021,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Mover La Lengua: Festival palabras y cuerpos,Artística,Privado,Febrero,6,132016,,2020,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,"Festival de Tango Cooperativo, Autogestivo, Independiente",Artística,Privado,Febrero,6,132016,,2022,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Festividad Patronal del Señor de Huanca,Religiosa / de Culto,Privado,Septiembre,3,1000,Gratuita,2022,9.0
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudanza,Artística,Público,Septiembre,3,19200,Gratuita,2022,9.0
Córdoba ,San Javier,Festival de la Juventud,Artística,Público,Septiembre,3,1000,Gratuita,2022,9.0
Córdoba ,Calamuchita,Fiesta de la Diversidad Cultural,Otra,Público,Noviembre,3,1500,Gratuita,2022,11.0
Córdoba ,General Roca,ANIVERSARIO 117 DEL CAMPILLO,Cívico / Histórica,Público,Noviembre,3,6000,Paga,2022,11.0
Córdoba ,San Alberto,Fiesta de la Jota Cordobesa y tradiciones gauchas,Tradicionales,Público,Noviembre,3,1350,Gratuita,2022,11.0
Córdoba ,Calamuchita,Festival de folclore Villa del Dique 2023,Artística,,Enero,3,5000,Gratuita,2023,1.0
Córdoba ,Capital,Patio de Carnaval,Expresiones del carnaval,Privado,Febrero,3,400,Gratuita,2023,2.0
Córdoba ,Punilla,Carnaval Icho Cruz ,Expresiones del carnaval,Público,Febrero,3,10000,Gratuita,2023,2.0
Córdoba ,Río Cuarto,BULNES + AMOR,Artística,Público,Febrero,3,700,Gratuita,2023,2.0
Córdoba ,Union,"Cintra, vive y siente",Artística,Público,Febrero,3,2500,Gratuita,2023,2.0
Córdoba ,Punilla,Carnaval Panamericano II,Expresiones del carnaval,Privado,Marzo,3,400,Gratuita,2023,3.0
Córdoba ,Capital,ESCAFANDRA ES CARNAVAL,Expresiones del carnaval,Privado,Febrero,3,400,Gratuita,2023,2.0
Córdoba ,San Justo,FIESTA DE LA EMPANADA EN SEEBER,Artística,,Enero,3,1200,Paga,2023,1.0
Córdoba ,San Alberto,Por Amor al Río 2023,Otra,,Febrero,3,7500,Gratuita,2023,2.0
Córdoba ,General San Martin,La Magia del Carnaval,Expresiones del carnaval,Público,Febrero,3,3500,Gratuita,2023,2.0
Córdoba ,Cruz del Eje,Festival regional del Pejerrey,Productiva,Público,Julio,3,3000,Gratuita,2022,7.0
Córdoba ,Juarez Celman,Festival de la Alegría,Gastronómica,,Febrero,3,17000,Gratuita,2023,2.0
Córdoba ,Marcos Juarez,"Carnaval  ""UNA HISTORIA POR CONTAR""",Expresiones del carnaval,Público,Febrero,3,5000,Gratuita,2023,2.0
Córdoba ,San Javier,Festejos de carnaval San Javier ,Expresiones del carnaval,Público,Febrero,3,1500,Gratuita,2023,2.0
Córdoba ,Calamuchita,Colores de Carnaval,Expresiones del carnaval,Público,Febrero,3,2000,Gratuita,2023,2.0
Córdoba ,Pocho,Carnavales en Salsacate,Expresiones del carnaval,Público,Febrero,3,3000,Gratuita,2023,2.0
Córdoba ,Rio Segundo,Carnavales Costa Sacate,Expresiones del carnaval,Público,Febrero,3,8000,Gratuita,2023,2.0
Córdoba ,San Justo,Gran Corso popular de La Escuelita,Expresiones del carnaval,Privado,Febrero,3,700,Gratuita,2023,2.0
Córdoba ,Calamuchita,9° Carnaval Comunitario de Villa CIudad Parque,Expresiones del carnaval,Público,Febrero,3,2500,Gratuita,2023,2.0
Córdoba ,Capital,Corso Popular de Barrio Obsevatorio,Expresiones del carnaval,Privado,Febrero,3,400,Gratuita,2023,2.0
Córdoba ,Union,Festival REAAL,Otra,,Marzo,3,1200,Gratuita,2023,3.0
Córdoba ,San Alberto,Peregrinación Brocheriana ,Cívico / Histórica,Público,Septiembre,3,10500,Gratuita,2022,9.0
Córdoba ,Santa Maria,Festival Provincial Del Rio,Otra,Público,Diciembre,3,5000,Gratuita,2022,12.0
Córdoba ,Punilla,Festival Alienigena,Otra,,Febrero,3,20000,Gratuita,2023,2.0
Córdoba ,San Justo,Carnavales de verano 2023,Artística,,Enero,3,7500,Gratuita,2023,1.0
Córdoba ,Colon,Carnavales Municipales de Villa Allende,Expresiones del carnaval,Privado,Febrero,3,1500,Gratuita,2023,2.0
Córdoba ,Punilla,Carnavalango de Fiesta,Expresiones del carnaval,Público,Febrero,3,4000,Gratuita,2023,2.0
Córdoba ,Punilla,FIESTA NACIONAL DEL CORDERO SERRANO,Gastronómica,,Febrero,3,12000,Paga,2023,2.0
Córdoba ,Rio Cuarto,Carnaval,Expresiones del carnaval,Privado,Febrero,3,30000,Gratuita,2023,2.0
Córdoba ,San Javier,Carnavales Nacionales Cerrilles,Expresiones del carnaval,Público,Febrero,3,4000,Gratuita,2023,2.0
Córdoba ,Santa Maria,Festival Internacional de Titeres Pan y Vino,,Privado,Febrero,3,11556,,2021,
Córdoba ,San Javier,Patronales de Luyaba,Religiosa / de Culto,Público,Septiembre,3,2000,Gratuita,2022,9.0
Córdoba ,Union,SUPER CARNAVALES  ,Expresiones del carnaval,Privado,Enero,3,1200,Gratuita,2023,1.0
Córdoba ,Union,Carnavales - Desfiles de carrozas y batucadas,Expresiones del carnaval,Público,Febrero,3,2000,Gratuita,2023,2.0
Córdoba ,San Alberto,Aniversario del Movimiento Gaucho de Traslasierra,Tradicionales,Privado,Marzo,3,4675,Paga,2023,3.0
Córdoba ,Tercero Arriba,Almafuerte en Escena 13° Edición 2022,Artística,Público,Octubre,3,6000,Gratuita,2022,10.0
Córdoba ,Pocho,FESTIVAL DE LAS MANOS ARTESANAS,Otra,Público,Octubre,3,1500,Gratuita,2022,10.0
Córdoba ,Calamuchita,Encuentro de Pintores Paisajistas,Artística,Público,Noviembre,3,1300,Gratuita,2022,11.0
Córdoba ,Totoral,Carnavales de La Familia,Expresiones del carnaval,Público,Febrero,3,10000,Gratuita,2023,2.0
Córdoba ,San Alberto,Fiesta de la Tradición Serrana,Tradicionales,Público,Noviembre,3,8000,Gratuita,2022,11.0
Córdoba ,Rio Segundo,"Carnavales Pozo del Molle - ""Elegí los carnavales del Molle""",Expresiones del carnaval,Público,Febrero,3,10000,Gratuita,2023,2.0
Córdoba ,Punilla,Fiesta del Tejido Artesanal,Otra,Público,Julio,3,5000,Gratuita,2022,7.0
Córdoba ,Capital,Carnaval Popular Zona Sur,Expresiones del carnaval,Privado,Enero,3,400,Gratuita,2023,1.0
Córdoba ,Río Cuarto,FESTIVAL DE VERANO LAS ACEQUIAS 2023,Gastronómica,,Enero,3,15000,Gratuita,2023,1.0
Córdoba ,San Justo,"EXPO AGROINDUSTRIAL, COMERCIAL Y DE EMPRENDEDORES + 23º FIESTA DE LAS COLECTIVIDADES",Otra,Público,Octubre,3,19000,Gratuita,2022,10.0
Córdoba ,Colon,Carnavales Estación General Paz,Expresiones del carnaval,Público,Febrero,3,1500,Gratuita,2023,2.0
Córdoba ,Union,Encuentro Tanguero del Interior (ETI),Artística,Público,Julio,3,100,Paga,2022,7.0
Córdoba ,San Alberto,Cacharpayas Invernales,Artística,Público,Julio,3,1700,Paga,2022,7.0
Córdoba ,Punilla,Fiesta del Pueblo,Tradicionales,Público,Septiembre,3,5000,Gratuita,2022,9.0
Córdoba ,Calamuchita,Festividad de San Jose,Religiosa / de Culto,,Marzo,3,2000,Gratuita,2023,3.0
Córdoba ,San Justo,Festival de las Infancias:Caravana Don  Toni,Otra,Público,Agosto,3,1800,Gratuita,2022,8.0
Córdoba ,Union,Fiesta Nacional del Malambo,Artística,Privado,Enero,3,4500,Paga,2023,1.0
Córdoba ,Marcos Juarez,Fiesta Nacional Del Trigo,Artística,,Febrero,3,21000,Gratuita,2023,2.0
Córdoba ,Cruz del Eje,Fiesta Nacional Del Olivo,Productiva,,Febrero,3,200,Paga,2023,2.0
Córdoba ,San Justo,Fiestas Julias,Artística,Público,Julio,3,470,Paga,2022,7.0
Córdoba ,Cruz del Eje,Fiesta Patronal En Honor A San Roque,Religiosa / de Culto,Público,Agosto,3,60000,Gratuita,2022,8.0
Córdoba ,Calamuchita,Fiestas Patronales,Cívico / Histórica,,Mayo,3,6000,Paga,2023,5.0
Córdoba ,Calamuchita,Fiesta Nacional De La Masa Vienesa,,,Abril,3,11556,,,4.0
Córdoba ,Calamuchita,Semana Santa Criolla,,,Abril,3,11556,,,4.0
Córdoba ,Capital,Festival De Musica Barroca,,,Abril,3,11556,,,4.0
Córdoba ,Ischilin,Encuentro De Grupos Vocales,,,Abril,3,11556,,,4.0
Córdoba ,Ischilin,Via Crucis En Semana Santa,,,Abril,3,11556,,,4.0
Córdoba ,Marcos Juarez,Festival De Jazz,,,Abril,3,11556,,,4.0
Córdoba ,San Javier,Via Crucis Viviente,,,Abril,3,11556,,,4.0
Córdoba ,San Javier,Encuentro De Agrupaciones Gauchas,,,Abril,3,11556,,,4.0
Córdoba ,San Justo,Via Crucis En La Playa,,,Abril,3,11556,,,4.0
Córdoba ,San Justo,Festival Del Acordeon,,,Abril,3,11556,,,4.0
Córdoba ,Santa Maria,Fogones Gauchos,,,Abril,3,11556,,,4.0
Córdoba ,Tercero Arriba,Fiesta Nacional Del Tambo,,,Abril,3,11556,,,4.0
Córdoba ,Totoral,Encuentro Provincial De Artesanos,,,Abril,3,11556,,,4.0
Córdoba ,Union,Festival De La Jineteada Y Folklore,,,Abril,3,11556,,,4.0
Córdoba ,Capital,FOLKLÓRICAS V EDICIÓN,Artística,Privado,Agosto,3,170,Gratuita,2022,8.0
Córdoba ,Cruz del Eje,Fiesta De La Pachamama,,,Agosto,3,11556,,,8.0
Córdoba ,General San Martin,Festival Y Certamen Interamericano De Danza Y Coreografia,,,Agosto,3,11556,,,8.0
Córdoba ,Marcos Juarez,Fiesta Nacional Del Mate,,,Agosto,3,11556,,,8.0
Córdoba ,Punilla,Encuentro Nacional De Coros Municipales,,,Agosto,3,11556,,,8.0
Córdoba ,Punilla,Fiesta Nacional De Los Abuelos,,,Agosto,3,11556,,,8.0
Córdoba ,Rio Seco,Festival De Doma Y Folklore,,,Agosto,3,11556,,,8.0
Córdoba ,Rio Seco,Festival Del Niño,,,Agosto,3,11556,,,8.0
Córdoba ,Rio Segundo,Fiesta Nacional Del Salame Casero,,,Agosto,3,11556,,,8.0
Córdoba ,Rio Segundo,Fiesta Provincial De Las Pastas Caseras,,,Agosto,3,11556,,,8.0
Córdoba ,San Justo,Encuentro De Poetas,,,Agosto,3,11556,,,8.0
Córdoba ,Calamuchita,Fiestas Navideñas,,,Diciembre,3,11556,,,12.0
Córdoba ,Calamuchita,FESTIVAL LA SIDRERIA CULTURAL,Artística,Privado,Diciembre,3,200,Paga,2022,12.0
Córdoba ,Calamuchita,Fiesta de la Gastronomia Centroeuropea,,,Diciembre,3,11556,,,12.0
Córdoba ,Capital,Festi Feroz III. Furia Trava en tu cara,Artística,Privado,Diciembre,3,800,Gratuita,2022,12.0
Córdoba ,Capital,Festival Nacional La Burbuja Circo,Artística,Privado,Diciembre,3,450,Paga,2022,12.0
Córdoba ,Colon,Festi- Chopp,,,Diciembre,3,11556,,,12.0
Córdoba ,Colon,Encuentro Nacional de la Musica Popular y Cancion Inedita,,,Diciembre,3,11556,,,12.0
Córdoba ,Colon,Festival de la Solidaridad,,,Diciembre,3,11556,,,12.0
Córdoba ,Cruz del Eje,FESTIVAL SANMARQUEÑO TRADICIÓN Y CULTURA REGIONAL FOLKLORICA II,Folclórico,Privado,Diciembre,3,100,Paga,2022,12.0
Córdoba ,Cruz del Eje,Encuentro de Pintores,,,Diciembre,3,11556,,,12.0
Córdoba ,Cruz del Eje,Fiesta de la Cultura,,,Diciembre,3,11556,,,12.0
Córdoba ,General Roca,Feria Nacional De Artesanias Y Musica Popular,,,Diciembre,3,11556,,,12.0
Córdoba ,General San Martin,Fiesta Del Queso,,,Diciembre,3,11556,,,12.0
Córdoba ,Marcos Juarez,FIESTA LOCAL DEL TRIGO 2022,Artística,Privado,Diciembre,3,500,Gratuita,2022,12.0
Córdoba ,Punilla,Fiesta Nacional del Alfajor,,,Diciembre,3,11556,,,12.0
Córdoba ,San Javier,Fiesta del Reencuentro,,,Diciembre,3,11556,,,12.0
Córdoba ,San Justo,Festival Nacional Del Humor Y La Cancion,,,Diciembre,3,11556,,,12.0
Córdoba ,San Justo,"Festival Regional Folklorico ""Canto Del Pueblo""",,,Diciembre,3,11556,,,12.0
Córdoba ,San Justo,Fiesta de la Familia,,,Diciembre,3,11556,,,12.0
Córdoba ,Tulumba,Festival del Canto y la Jineteada,,,Diciembre,3,11556,,,12.0
Córdoba ,Union,Festival del Folklore y la Amistad,,,Diciembre,3,11556,,,12.0
Córdoba ,Calamuchita,"Festival de la Fe y el Folklore ""Un Canto A La Vida""",,,Enero,3,11556,,,1.0
Córdoba ,Calamuchita,Fiesta de los Reyes Magos,,,Enero,3,11556,,,1.0
Córdoba ,Calamuchita,"Festival De Doma Y Folklore ""Festival Folclorico Latinoamericano""",,,Enero,3,11556,,,1.0
Córdoba ,Calamuchita,Bajada De Antorchas Y Fuegos Artificiales,,,Enero,3,11556,,,1.0
Córdoba ,Calamuchita,Festival Provincial Del Lago,,,Enero,3,11556,,,1.0
Córdoba ,Colon,"""Festi Oro"" Festival de la Musica, la Danza y el Canto Popular Folklorico",,,Enero,3,11556,,,1.0
